File.Name,Source.Short,Table,Group.Type,Taxon,Species,N,Full.Citation
Russell1970-2b.csv,Russell1970,Tb2b,Captive,Marsupial,Megaleia rufa,13,"Russell, E. M. 1970 Agonistic interactions in the red kangaroo (Megaleia rufa). J. Mammal. 51, 80–88."
Rutberg1986-2.csv,Rutberg1986,Tb2,Natural,Ungulate,Bison bison,29,"Rutberg, A. T. 1986 Dominance and its fitness consequences in American bison cows. Behaviour 96:62–91."
Samuels1987-2.csv,Samuels1987,Tb2,Natural,Primate,Papio cynocephalus,19,"Samuels, A., Silk, J. B. & Altmann, J. 1987 Continuity and change in dominance relations among female baboons. Anim. Behav. 35, 785–793."
Satoh-C.csv,Satoh2008,Tb2C,Captive,Social Insect,Vollenhovia nipponica,8,Satoh A. & Ohkawara K. 2008 Dominance hierarchies and aggressive behavior among queens of the inquiline ant Vollenhovia nipponica. Insectes Soc 55:200–206.
Satoh-D.csv,Satoh2008,Tb2D,Captive,Social Insect,Vollenhovia nipponica,9,Satoh A. & Ohkawara K. 2008 Dominance hierarchies and aggressive behavior among queens of the inquiline ant Vollenhovia nipponica. Insectes Soc 55:200–206.
Satoh-E.csv,Satoh2008,Tb2E,Captive,Social Insect,Vollenhovia nipponica,10,Satoh A. & Ohkawara K. 2008 Dominance hierarchies and aggressive behavior among queens of the inquiline ant Vollenhovia nipponica. Insectes Soc 55:200–206.
Scott1999-2b.csv,Scott1999,Tb2b,Captive,Primate,Gorilla gorilla,6,"Scott, J. & Lockard, J. S. 1999 Female dominance relationships among captive western lowland gorillas: comparisons with the wild. Behaviour 136, 1283–1310."
Scott1999-2c.csv,Scott1999,Tb2c,Captive,Primate,Gorilla gorilla,6,"Scott, J. & Lockard, J. S. 1999 Female dominance relationships among captive western lowland gorillas: comparisons with the wild. Behaviour 136, 1283–1310."
Seibert2001-3.csv,Seibert2001,Tb3,Captive,Bird,Nymphicus hollandicus,12,"Seibert, L. M. & Crowell-Davis, S. L. 2001 Gender effects on aggression, dominance rank, and affiliative behaviors in a flock of captive adult cockatiels (Nymphicus hollandicus). Appl. Anim. Behav. Sci. 71, 155–170."
Setchell2005-3.csv,Setchell2005,Tb3,Captive,Primate,Mandrillus sphinx,11,"Setchell, J. M. & Wickings, E. J. 2005 Dominance, status signals and coloration in male mandrills (Mandrillus sphinx). Ethology 111, 25–50."
Setchell2005-4.csv,Setchell2005,Tb4,Captive,Primate,Mandrillus sphinx,8,"Setchell, J. M. & Wickings, E. J. 2005 Dominance, status signals and coloration in male mandrills (Mandrillus sphinx). Ethology 111, 25–50."
Shoemaker1939-1.csv,Shoemaker1939,Tb1,Captive,Bird,Serinus canarius,10,"Shoemaker, H. H. 1939 Social hierarchy in flocks of the canary. Auk 56, 381–406."
Slotow1993-1.csv,Slotow1993,Tb1,Captive,Bird,Zonotrichia leucophrys,10,"Slotow, R., Alcock, J. & Rothstein, S. I. 1993 Social status signalling in white-crowned sparrows: an experimental test of the social control hypothesis. Anim. Behav. 46, 977–989."
Smith1976-1.csv,Smith1976,Tb1,Natural,Bird,Parus atricapillus,7,"Smith, S. M. 1976 Ecological aspects of dominance hierarchies in Black-capped Chickadees. Auk 93, 95–107."
Solberg1997-1.csv,Solberg1997,Tb1,Captive,Bird,Passer domesticus,9,"Solberg, E. J. & Ringsby, T. H. 1997 Does male badge size signal status in small island populations of house sparrows, Passer domesticus? Ethology 103, 177–186."
Solberg1997-2.csv,Solberg1997,Tb2,Captive,Bird,Passer domesticus,9,"Solberg, E. J. & Ringsby, T. H. 1997 Does male badge size signal status in small island populations of house sparrows, Passer domesticus? Ethology 103, 177–186."
Solberg1997-3.csv,Solberg1997,Tb3,Captive,Bird,Passer domesticus,9,"Solberg, E. J. & Ringsby, T. H. 1997 Does male badge size signal status in small island populations of house sparrows, Passer domesticus? Ethology 103, 177–186."
Somers1998-2a.csv,Somers1998,Tb2a,Captive,Invert,Potamonautes perlatus,6,"Somers, M. J. & Nel, J. A. J. 1998 Dominance and population structure of freshwater crabs (Potamonautes perlatus milne edwards). Afr. Zool. 33, 1–8."
Somers1998-2b.csv,Somers1998,Tb2b,Captive,Invert,Potamonautes perlatus,8,"Somers, M. J. & Nel, J. A. J. 1998 Dominance and population structure of freshwater crabs (Potamonautes perlatus milne edwards). Afr. Zool. 33, 1–8."
Somers1998-2c.csv,Somers1998,Tb2c,Captive,Invert,Potamonautes perlatus,9,"Somers, M. J. & Nel, J. A. J. 1998 Dominance and population structure of freshwater crabs (Potamonautes perlatus milne edwards). Afr. Zool. 33, 1–8."
Stamps1978.csv,Stamps1978,Tb3,Natural,Reptile,Anolis aeneus,6,"Stamps, J. A. 1978 A field study of the ontogeny of social behavior in the lizard Anolis aeneus. Behaviour 66, 1–31."
Sterck1997-4KB.csv,Sterck1997,Tb4-KB,Natural,Primate,Macaca fascicularis,9,"Sterck, E. H. M. & Steenbeek, R. 1997 Female dominance relationships and food competition in the sympatric Thomas langur and long-tailed macaque. Behaviour 134, 749–774."
Struhsaker1967-6.csv,Struhsaker1967,Tb6,Natural,Primate,Cercopithecus aethiops,12,"Struhsaker, T. T. 1967 Social structure among vervet monkeys (Cercopithecus aethiops). Behaviour 29, 83–121."
Struhsaker1967-7.csv,Struhsaker1967,Tb7,Natural,Primate,Cercopithecus aethiops,12,"Struhsaker, T. T. 1967 Social structure among vervet monkeys (Cercopithecus aethiops). Behaviour 29, 83–121."
Sullivan1982-4.csv,Sullivan1982,Tb4,Natural,Carnivore,Phoca vitulina,18,"Sullivan, R. M. 1982 Agonistic behavior and dominance relationships in the harbor seal, Phoca vitulina. J. Mammal. 63, 554–569."
Tamm1977-1b.csv,Tamm1977,Tb1b,Captive,Bird,Corvus monedula,10,"Tamm, S. 1977 Social dominance in captive jackdaws (Corvus monedula). Behav. Process 2, 293–299."
Tamura1988-1.csv,Tamura1988,Tb1,Natural,Rodent,Callosciurus erythraeus,15,"Tamura, N., Hayashi, F. & Miyashita, K. 1988 Dominance hierarchy and mating behavior of the Formosan squirrel, Callosciurus erythraeus thaiwanensis. J. Mammal. 69, 320–331."
Tarvin1997-5.csv,Tarvin1997,Tb5,Natural,Bird,Cyanocitta cristata,16,"Tarvin, K. A. & Woolfenden, G. E. 1997 Patterns of dominance and aggressive behavior in blue jays at a feeder. Condor 99, 434–444."
Thompson1960-JJ59A.csv,Thompson1960,Tb5-JJ59A,Captive,Bird,Carpodacus mexicanus,8,"Thompson, W. L. 1960 Agonistic behavior in the House Finch. Part II: factors in aggressiveness and sociality. Condor 62, 378–402."
Thompson1960-JJ59B.csv,Thompson1960,Tb5-JJ59B,Captive,Bird,Carpodacus mexicanus,8,"Thompson, W. L. 1960 Agonistic behavior in the House Finch. Part II: factors in aggressiveness and sociality. Condor 62, 378–402."
Thompson1960-JJ59C.csv,Thompson1960,Tb5-JJ59C,Captive,Bird,Carpodacus mexicanus,8,"Thompson, W. L. 1960 Agonistic behavior in the House Finch. Part II: factors in aggressiveness and sociality. Condor 62, 378–402."
Thompson1960-ND54.csv,Thompson1960,Tb5-ND54,Captive,Bird,Carpodacus mexicanus,9,"Thompson, W. L. 1960 Agonistic behavior in the House Finch. Part II: factors in aggressiveness and sociality. Condor 62, 378–402."
Thompson1960-ND57.csv,Thompson1960,Tb5-ND57,Captive,Bird,Carpodacus mexicanus,8,"Thompson, W. L. 1960 Agonistic behavior in the House Finch. Part II: factors in aggressiveness and sociality. Condor 62, 378–402."
Tilson1984-1.csv,Tilson1984,Tb1,Natural,Carnivore,Crocuta crocuta,8,"Tilson, R. L. & Hamilton, W. J. 1984 Social dominance and feeding patterns of spotted hyaenas. Anim. Behav. 32, 715–724."
Torr1996-1.csv,Torr1996,Tb1,Captive,Reptile,Lampropholis guichenoti,9,"Torr, G. A. & Shine, R. 1996 Patterns of dominance in the small scincid lizard Lampropholis guichenoti. J. Herpetol. 30, 230–237."
Trunzer1999-1.csv,Trunzer1999,Tb1,Captive,Social Insect,Pachcondyla villosa,19,"Trunzer, B., Heinze, J. & Holldobler, B. 1999 Social status and reproductive success in queenless ant colonies. Behaviour 136, 1093–1105."
Varley1966-1.csv,Varley1966,Tb4-a,Captive,Primate,Macaca mulatta,6,"Varley, M. & Symmes, D. 1966 The hierarchy of dominance in a group of macaques. Behaviour 27, 54–75."
Vervaecke2000-2.csv,Vervaecke2000,Tb2,Captive,Primate,Pan paniscus,6,"Vervaecke, H., de Vries, H. & Van Elsacker, L. 2000 Dominance and its behavioral measures in a captive group of bonobos (Pan paniscus). Int. J. Primatol. 21, 47–68."
Watt1986-1a.csv,Watt1986,Fig1a,Captive,Bird,Zonotrichia querula,10,"Watt, D. J. 1986 Relationship of plumage variability, size and sex to social dominance in Harris' sparrows. Anim. Behav. 34, 16-27."
Watt1986-1b.csv,Watt1986,Fig1b,Captive,Bird,Zonotrichia querula,10,"Watt, D. J. 1986 Relationship of plumage variability, size and sex to social dominance in Harris' sparrows. Anim. Behav. 34, 16-27."
Watt1986-1c.csv,Watt1986,Fig1c,Captive,Bird,Zonotrichia querula,10,"Watt, D. J. 1986 Relationship of plumage variability, size and sex to social dominance in Harris' sparrows. Anim. Behav. 34, 16-27."
Watt1986-1d.csv,Watt1986,Fig1d,Captive,Bird,Zonotrichia querula,10,"Watt, D. J. 1986 Relationship of plumage variability, size and sex to social dominance in Harris' sparrows. Anim. Behav. 34, 16-27."
Watt1986-1e.csv,Watt1986,Fig1e,Captive,Bird,Zonotrichia querula,10,"Watt, D. J. 1986 Relationship of plumage variability, size and sex to social dominance in Harris' sparrows. Anim. Behav. 34, 16-27."
Wells1979-3.csv,Wells1979,Tb3,Natural,Ungulate,Equus caballus,25,"Wells, S. M. & von Goldschmidt-Rothschild, B. 1979 Social behaviour and relationships in a herd of Camargue horses. Ethology 49, 363–380."
West-Eberhard1986-5.csv,West-Eberhard1986,Tb5,Natural,Social Insect,Polistes canadensis,7,"West-Eberhard, M. J. 1986 Dominance relations in Polistes canadensis (L.), a tropical social wasp. Monit. Zool. Ital. 20, 263–281."
Williams1972-1.csv,Williams1972,Tb1,Captive,Bird,Zosterops lateralis,10,"Williams, W. T., Kikkawa, J. & Morris, D. K. 1972 A numerical study of agonistic behaviour in the greybreasted silvereye (Zosterops lateralis). Anim. Behav. 20, 155–165."
Wittemeyer2007-1.csv,Wittemeyer2007,Tb1,Natural,Primate,Pan troglodytes,20,"Wittemyer, G. & Getz, W. 2007 Hierarchical dominance structure and social organization in African elephants, Loxodonta africana. Anim Behav 73:671–681."
Wittig2003-1.csv,Wittig2003,Fig1,Natural,Elephant,Loxodonta africana,15,"Wittig, R. M. & Boesch, C. 2003 Food competition and linear dominance hierarchy among female chimpanzees of the Taï National Park. Int. J. Primatol. 24, 847–867."
Yasukawa1983-1a.csv,Yasukawa1983,Tb1a,Captive,Bird,Junco hyemalis,6,"Yasukawa, K. & Bick, E. I. 1983 Dominance hierarchies in dark-eyed juncos (Junco hyemalis): a test of a game-theory model. Anim. Behav. 31, 439–448."
Yasukawa1983-1b.csv,Yasukawa1983,Tb1b,Captive,Bird,Junco hyemalis,6,"Yasukawa, K. & Bick, E. I. 1983 Dominance hierarchies in dark-eyed juncos (Junco hyemalis): a test of a game-theory model. Anim. Behav. 31, 439–448."
Yasukawa1983-2a.csv,Yasukawa1983,Tb2a,Captive,Bird,Junco hyemalis,6,"Yasukawa, K. & Bick, E. I. 1983 Dominance hierarchies in dark-eyed juncos (Junco hyemalis): a test of a game-theory model. Anim. Behav. 31, 439–448."
Yasukawa1983-2b.csv,Yasukawa1983,Tb2b,Captive,Bird,Junco hyemalis,6,"Yasukawa, K. & Bick, E. I. 1983 Dominance hierarchies in dark-eyed juncos (Junco hyemalis): a test of a game-theory model. Anim. Behav. 31, 439–448."
Yasukawa1983-5a.csv,Yasukawa1983,Tb5a,Captive,Bird,Junco hyemalis,6,"Yasukawa, K. & Bick, E. I. 1983 Dominance hierarchies in dark-eyed juncos (Junco hyemalis): a test of a game-theory model. Anim. Behav. 31, 439–448."
Yasukawa1983-5b.csv,Yasukawa1983,Tb5b,Captive,Bird,Junco hyemalis,6,"Yasukawa, K. & Bick, E. I. 1983 Dominance hierarchies in dark-eyed juncos (Junco hyemalis): a test of a game-theory model. Anim. Behav. 31, 439–448."
Yasukawa1983-6a.csv,Yasukawa1983,Tb6a,Captive,Bird,Junco hyemalis,6,"Yasukawa, K. & Bick, E. I. 1983 Dominance hierarchies in dark-eyed juncos (Junco hyemalis): a test of a game-theory model. Anim. Behav. 31, 439–448."
Yasukawa1983-6b.csv,Yasukawa1983,Tb6b,Captive,Bird,Junco hyemalis,6,"Yasukawa, K. & Bick, E. I. 1983 Dominance hierarchies in dark-eyed juncos (Junco hyemalis): a test of a game-theory model. Anim. Behav. 31, 439–448."
Zine2000-1.csv,Zine2000,Tb1,Captive,Ungulate,Ovis canadensis,12,"Zine, M. J. & Krausman, P. R. 2000 Behavior of captive mountain sheep in a mojave desert environment. Southwest Nat. 45, 184–195."
